Product Id,Variant Id,Handle,Title,Body (Html),Vendor,Type,Tags,Published,Option Fulfill Value,Custom Option,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Sku,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / Mpn,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,Seo Title,Seo Description,Google Shopping / Adwords Grouping,Google Shopping / Adwords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost Per Item,Available On Listing Pages,Available On Sitemap Files,Template,Shipping Profile Name,Variant Tag,Facebook Pixel Id,Facebook Access Token,Product Stock Status,Shipping Fee,Base Cost Variant
,,Patanjali-Namkeen-Aaloo-Bhujia,Patanjali Namkeen Aaloo Bhujia200 g            ,"<b>Product Information</b>Celebrate snack times with crunchy patanjali aaloo bhujiya, with zero cholesterol, zero sugar. This namkeen is a healthy option to replace the usual fried, calorie-packed munchies. It is a hot-favorite at teatime.
<b>Benefits</b>
<b>Ingredients</b>Cottonseed oil / Palmolein oil, Bengal Potato flakes (17%), Moth bean flour, Sago flour, Spices & condiments {Red Chilli powder, Mint leaves powder, Cumin powder, Coriander powder, Mango powder, Turmeric powder, Clove powder, Mace powder, Large cardamom powder, Black pepper powder, Long pepper (Piper longum), Dried ginger powder},Iodized Salt, Acidity regulator (INS 330).  
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,42 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1611826303400x300.jpg,,Patanjali Namkeen Aaloo Bhujia200 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Masala-Boondi,Patanjali Masala Boondi40 g            ,"<b>Product Information</b>Patanjali Masala Boondi is crispy, fried round balls made of bengal gram flour.
<b>Benefits</b>Crispy and tasty boondi.You can make raita or chat easily.
<b>Ingredients</b>Bengal Gram Flour,Edible Vegetable Oil (Refined Cottonseed Oil, Refined Palm Oil),Rice Flour,Mixed Spices (2%),Iodized Salt,Colour {100(i)}
<b>How to use</b>
<b>Other Product Info</b>Best before 6 months from the date of manufacturing.",Patanjali,,,TRUE,,[],Size,40 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1654256053400x300.jpg,,Patanjali Masala Boondi40 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Masala-Boondi,Patanjali Masala Boondi40 g            ,"<b>Product Information</b>Patanjali Masala Boondi is crispy, fried round balls made of bengal gram flour.
<b>Benefits</b>Crispy and tasty boondi.You can make raita or chat easily.
<b>Ingredients</b>Bengal Gram Flour,Edible Vegetable Oil (Refined Cottonseed Oil, Refined Palm Oil),Rice Flour,Mixed Spices (2%),Iodized Salt,Colour {100(i)}
<b>How to use</b>
<b>Other Product Info</b>Best before 6 months from the date of manufacturing.",Patanjali,,,TRUE,,[],Size,100 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1654256053400x300.jpg,,Patanjali Masala Boondi40 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Moong-Dal-Namkeen,Patanjali Moong Dal Namkeen200 g            ,"<b>Product Information</b>Celebrate snack times with crunchy patanjali moong dal namkeen. With zero cholesterol, zero sugar, but lots of protein from the pulses, this namkeen is a healthy option to replace the usual fried, calorie-packed munchies. Made from roasted green gram, it is a hot-favorite at teatime.
<b>Benefits</b>
<b>Ingredients</b>Split green Gram (79%), Cotton seed oil/Palmolein oilIodized salt, 
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,200 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1664343900400x300.jpg,,Patanjali Moong Dal Namkeen200 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Moong-Dal-Namkeen,Patanjali Moong Dal Namkeen200 g            ,"<b>Product Information</b>Celebrate snack times with crunchy patanjali moong dal namkeen. With zero cholesterol, zero sugar, but lots of protein from the pulses, this namkeen is a healthy option to replace the usual fried, calorie-packed munchies. Made from roasted green gram, it is a hot-favorite at teatime.
<b>Benefits</b>
<b>Ingredients</b>Split green Gram (79%), Cotton seed oil/Palmolein oilIodized salt, 
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,1000 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1664343900400x300.jpg,,Patanjali Moong Dal Namkeen200 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Moong-Dal-Namkeen,Patanjali Moong Dal Namkeen200 g            ,"<b>Product Information</b>Celebrate snack times with crunchy patanjali moong dal namkeen. With zero cholesterol, zero sugar, but lots of protein from the pulses, this namkeen is a healthy option to replace the usual fried, calorie-packed munchies. Made from roasted green gram, it is a hot-favorite at teatime.
<b>Benefits</b>
<b>Ingredients</b>Split green Gram (79%), Cotton seed oil/Palmolein oilIodized salt, 
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,400 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1664343900400x300.jpg,,Patanjali Moong Dal Namkeen200 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Moong-Dal-Namkeen,Patanjali Moong Dal Namkeen200 g            ,"<b>Product Information</b>Celebrate snack times with crunchy patanjali moong dal namkeen. With zero cholesterol, zero sugar, but lots of protein from the pulses, this namkeen is a healthy option to replace the usual fried, calorie-packed munchies. Made from roasted green gram, it is a hot-favorite at teatime.
<b>Benefits</b>
<b>Ingredients</b>Split green Gram (79%), Cotton seed oil/Palmolein oilIodized salt, 
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,35 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1664343900400x300.jpg,,Patanjali Moong Dal Namkeen200 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Rayta-Boondi,Patanjali Rayta Boondi40 g            ,"<b>Product Information</b>Patanjali  Boondi is crispy, fried round balls made of bengal gram flour.
<b>Benefits</b>Crispy and tasty boondi.You can make raita or chat easily.
<b>Ingredients</b>Bengal Gram Flour, Edible Vegetable Oil (Refined Cottonseed Oil, Refined Palm Oil), Rice Flour, Iodized Salt, Colour {100(I)}
<b>How to use</b>
<b>Other Product Info</b>Best before 6 months from the date of manufacturing.",Patanjali,,,TRUE,,[],Size,40 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1654255114400x300.jpg,,Patanjali Rayta Boondi40 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Masala-Oats,Patanjali Masala Oats200 g            ,"<b>Product Information</b>Patanjali’s Masala Oats are a lip-smacking blend of traditional masala (spices) combined with one of the healthiest grains—oats. The perfect way to start the Indian day, Masala Oats is a healthy option to replace fried and heavy foods early in the day. Loaded with delicious vegetables and spices, the quick-cooking porridge gets ready in 3 minutes. 

Rich in fibre, iron, protein and carbohydrates, oats are valued for their ability to control cholesterol and maintain weight. The rich aroma of Patanjali Masala Oats makes this a healthy breakfast option for Indian homes that love to start their day with a bite of tradition. 

Have as it is, or serve hot with curd. 


<b>Benefits</b>
<b>Ingredients</b>OATS(73.8%), Maltodextrin, Spices & Condiments 19% (Onion, Garlic, Red Chilli, Turmeric, Cumin, Black Pepper, Clove, Fenugreek, Ginger, Nutmeg), Salt, Hydrolyzed Vegetable Protein, Dehydrated Vegetables [Carrot(0.5%), Green Peas(0.5%) & Coriander], Rice Bran Oil, Sugar, Yeast Extract, Flavour Enhancer (INS 627, INS 631), Anticaking Agent (INS 551), Acidity Regulator (INS 330)
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,200 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1637726053400x300.jpg,,Patanjali Masala Oats200 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Masala-Oats,Patanjali Masala Oats200 g            ,"<b>Product Information</b>Patanjali’s Masala Oats are a lip-smacking blend of traditional masala (spices) combined with one of the healthiest grains—oats. The perfect way to start the Indian day, Masala Oats is a healthy option to replace fried and heavy foods early in the day. Loaded with delicious vegetables and spices, the quick-cooking porridge gets ready in 3 minutes. 

Rich in fibre, iron, protein and carbohydrates, oats are valued for their ability to control cholesterol and maintain weight. The rich aroma of Patanjali Masala Oats makes this a healthy breakfast option for Indian homes that love to start their day with a bite of tradition. 

Have as it is, or serve hot with curd. 


<b>Benefits</b>
<b>Ingredients</b>OATS(73.8%), Maltodextrin, Spices & Condiments 19% (Onion, Garlic, Red Chilli, Turmeric, Cumin, Black Pepper, Clove, Fenugreek, Ginger, Nutmeg), Salt, Hydrolyzed Vegetable Protein, Dehydrated Vegetables [Carrot(0.5%), Green Peas(0.5%) & Coriander], Rice Bran Oil, Sugar, Yeast Extract, Flavour Enhancer (INS 627, INS 631), Anticaking Agent (INS 551), Acidity Regulator (INS 330)
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,40 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1637726053400x300.jpg,,Patanjali Masala Oats200 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Masala-Oats,Patanjali Masala Oats200 g            ,"<b>Product Information</b>Patanjali’s Masala Oats are a lip-smacking blend of traditional masala (spices) combined with one of the healthiest grains—oats. The perfect way to start the Indian day, Masala Oats is a healthy option to replace fried and heavy foods early in the day. Loaded with delicious vegetables and spices, the quick-cooking porridge gets ready in 3 minutes. 

Rich in fibre, iron, protein and carbohydrates, oats are valued for their ability to control cholesterol and maintain weight. The rich aroma of Patanjali Masala Oats makes this a healthy breakfast option for Indian homes that love to start their day with a bite of tradition. 

Have as it is, or serve hot with curd. 


<b>Benefits</b>
<b>Ingredients</b>OATS(73.8%), Maltodextrin, Spices & Condiments 19% (Onion, Garlic, Red Chilli, Turmeric, Cumin, Black Pepper, Clove, Fenugreek, Ginger, Nutmeg), Salt, Hydrolyzed Vegetable Protein, Dehydrated Vegetables [Carrot(0.5%), Green Peas(0.5%) & Coriander], Rice Bran Oil, Sugar, Yeast Extract, Flavour Enhancer (INS 627, INS 631), Anticaking Agent (INS 551), Acidity Regulator (INS 330)
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,400 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1637726053400x300.jpg,,Patanjali Masala Oats200 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Oats-Dalia,Patanjali Oats Dalia200 g            ,"<b>Product Information</b>Patanjali Oats Dalia is made from raw broken coarse oats. It contains essential fiber (roughage). It can be made as both sweet or salty recipes.
<b>Benefits</b>
<b>Ingredients</b>
<b>How to use</b>Boil one bowl (50g) patanjali oats dalia in 400ml water. Add chopped vegetables and salt as per the taste. Can also be made as a sweet recipe with milk.
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,200 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1685953040400x300.jpg,,Patanjali Oats Dalia200 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Oats-Dalia,Patanjali Oats Dalia200 g            ,"<b>Product Information</b>Patanjali Oats Dalia is made from raw broken coarse oats. It contains essential fiber (roughage). It can be made as both sweet or salty recipes.
<b>Benefits</b>
<b>Ingredients</b>
<b>How to use</b>Boil one bowl (50g) patanjali oats dalia in 400ml water. Add chopped vegetables and salt as per the taste. Can also be made as a sweet recipe with milk.
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,400 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1685953040400x300.jpg,,Patanjali Oats Dalia200 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Oats,Patanjali Oats200 g            ,"<b>Product Information</b>Patanjali Oats is the perfect way to start your day with a healthy breakfast. Rich in iron, carbohydrates, fibre and protein, the quick-cooking porridge controls cholesterol and reduces the risk of cardiac disease and high blood pressure. Made from 100% whole grains, oats are known to have strong anti-inflammatory and antioxidant properties. The minimally processed grains are convenient and fast to prepare—getting your breakfast ready in minutes. 

Serve hot with sugar and milk, juices, fresh and dried fruits, or combine with traditional Indian gravies such as dal and rasam. 


<b>Benefits</b>
<b>Ingredients</b>
<b>How to use</b>Take 1/2 cup (40g) of patanjali oats in a cooking pan.Pour one glass of milk (approx. 260 ml) into the pan. Add sugar.Boil for approximately 3 - 4 minutes on a medium flame.Stir and serve hot.
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,200 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1594266796400x300.jpg,,Patanjali Oats200 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Oats,Patanjali Oats200 g            ,"<b>Product Information</b>Patanjali Oats is the perfect way to start your day with a healthy breakfast. Rich in iron, carbohydrates, fibre and protein, the quick-cooking porridge controls cholesterol and reduces the risk of cardiac disease and high blood pressure. Made from 100% whole grains, oats are known to have strong anti-inflammatory and antioxidant properties. The minimally processed grains are convenient and fast to prepare—getting your breakfast ready in minutes. 

Serve hot with sugar and milk, juices, fresh and dried fruits, or combine with traditional Indian gravies such as dal and rasam. 


<b>Benefits</b>
<b>Ingredients</b>
<b>How to use</b>Take 1/2 cup (40g) of patanjali oats in a cooking pan.Pour one glass of milk (approx. 260 ml) into the pan. Add sugar.Boil for approximately 3 - 4 minutes on a medium flame.Stir and serve hot.
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,1 kg,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1594266796400x300.jpg,,Patanjali Oats200 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Samridhhi-Basmati-Rice,Patanjali Samridhhi Basmati Rice1 kg            ,"<b>Product Information</b>Patanjali Samridhhi Basmati Rice is processed from selected “Premium Quality” paddy procured from the rice bowl states of  Bharat like Punjab, Haryana, Uttar Pradesh, Madhya Pradesh & Uttarakhand. Patanjali Rice is processed in “State of the Art” GMP plants, to ensure exquisite quality and retention of nutritive values. Every effort is made to ensure that the product reaches you in pristine condition.Patanjali Samridhhi Basmati Rice grains are long and slender and each grain elongates to at least double of its original size upon cooking.These unique qualities, coupled with its tempting taste have made Patanjali Basmati Rice a Delicacy, world over.Every meal made of Patanjali rice is special because of its tantalizing flavour, magical aroma and delicious fluffy texture.
<b>Benefits</b>1. Delicious with unique texture and aroma.2. If soaked properly, On cooking, the Grains double in size, won't break or won't stick together.3. Low Cost as compared to other Top Brands.4. Mostly used for biryani and fried rice.5. High volume expansion during cooking6. Easy digestibility and longer shelf-life7. Aromatic fragrance and non-sticky after cooking.8. Excessive elongation on cooking.9. Soft and fluffy texture of cooked rice.
<b>Ingredients</b>
<b>How to use</b>Open pan - Put boiling water to an open bowl. Add rice slowly with gentle stirring. Cook for 7-8 minutes on medium heat. Drain extra boiling water.Closed pan - Put water and rice in a pan, tighten the lid and simmer for 5-7 minutes. Remove from heat and allow the pan to stand covered for 5 minutes.Microwave - Put soaked rice and add measured quantity of water in a bowl & stir. Select cooking option and timings as per the available oven. Remove from the oven and let it stand covered for 8-10 minutes before serving. For a 650/900 watt oven, use 250 - 300 g of basmati rice at a time.Automatic electric Rice cooker - Put soaked rice in a cooker and add measured quantity of water. Switch on the cooker. After cooking, the cooker will automatically switch off from the cook mode to keep the warm mode. Allow the rice to steam on this mode before serving.
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,1 kg,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1543655967samridhhibasmatirice400-300.png,,Patanjali Samridhhi Basmati Rice1 kg            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Dhanshree-Basmati-Rice,Patanjali Dhanshree Basmati Rice1 kg            ,"<b>Product Information</b>Patanjali Dhanashree Basmati Rice is processed from selected “Premium Quality” paddy procured from the rice bowl states of Bharat like Punjab, Haryana, Uttar Pradesh, Madhya Pradesh and Uttarakhand. Patanjali Rice is processed in our “State-of-the-art” GMP plants, to ensure exquisite quality and retention of nutritive values. Every effort is made to ensure that the product reaches you in pristine condition. Patanjali Dhanashree Basmati Rice grains are long and slender and each grain elongates to at least double of its originalsize upon cooking. These unique qualities, coupled with its tempting taste have made Patanjali Basmati Rice a delicacy, world over. Every meal made of Patanjali rice is special because of its tantalizing flavour, magical aroma and delicious fluffy texture.
<b>Benefits</b>
<b>Ingredients</b>
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,1 kg,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1504938432dhanshree 400_300.png,,Patanjali Dhanshree Basmati Rice1 kg            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Dhanshree-Basmati-Rice,Patanjali Dhanshree Basmati Rice1 kg            ,"<b>Product Information</b>Patanjali Dhanashree Basmati Rice is processed from selected “Premium Quality” paddy procured from the rice bowl states of Bharat like Punjab, Haryana, Uttar Pradesh, Madhya Pradesh and Uttarakhand. Patanjali Rice is processed in our “State-of-the-art” GMP plants, to ensure exquisite quality and retention of nutritive values. Every effort is made to ensure that the product reaches you in pristine condition. Patanjali Dhanashree Basmati Rice grains are long and slender and each grain elongates to at least double of its originalsize upon cooking. These unique qualities, coupled with its tempting taste have made Patanjali Basmati Rice a delicacy, world over. Every meal made of Patanjali rice is special because of its tantalizing flavour, magical aroma and delicious fluffy texture.
<b>Benefits</b>
<b>Ingredients</b>
<b>How to use</b>
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,5 kg,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1504938432dhanshree 400_300.png,,Patanjali Dhanshree Basmati Rice1 kg            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Namkeen-Hing-Chana,Namkeen Hing Chana200 g            ,"<b>Product Information</b>The hing chana from patanjali, tasty delight for you and your family. Chana is very good for health. Patanjali brings it in a handy packaging and comes with hing flavour which makes it extra tasty and unique.
<b>Benefits</b>Healthy snacks option.
<b>Ingredients</b>Bengal Gram (85.6%), Mixed Spices (Cumin, Iodized Salt, Dried Mango Powder, Clove, Mace Powder, Big Cardamom, Cardamom, Black Pepper, Long Pepper, Dried Ginger), Refined Cottonseed Oil, Asafoetida (0.095%)
<b>How to use</b>
<b>Other Product Info</b>Best before 6 months from the date of manufacturing.",Patanjali,,,TRUE,,[],Size,200 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1654254595400x300.jpg,,Namkeen Hing Chana200 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Namkeen-Hing-Chana,Namkeen Hing Chana200 g            ,"<b>Product Information</b>The hing chana from patanjali, tasty delight for you and your family. Chana is very good for health. Patanjali brings it in a handy packaging and comes with hing flavour which makes it extra tasty and unique.
<b>Benefits</b>Healthy snacks option.
<b>Ingredients</b>Bengal Gram (85.6%), Mixed Spices (Cumin, Iodized Salt, Dried Mango Powder, Clove, Mace Powder, Big Cardamom, Cardamom, Black Pepper, Long Pepper, Dried Ginger), Refined Cottonseed Oil, Asafoetida (0.095%)
<b>How to use</b>
<b>Other Product Info</b>Best before 6 months from the date of manufacturing.",Patanjali,,,TRUE,,[],Size,35 g,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1654254595400x300.jpg,,Namkeen Hing Chana200 g            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Special-Basmati-Rice,Patanjali Special Basmati Rice1 kg            ,"<b>Product Information</b>Patanjali Special Basmati Rice is processed from selected “Premium Quality” paddy procured from the foothills of Himalayas and the rice bowl states of Bharat like Punjab, Haryana, Uttar Pradesh, Madhya Pradesh & Uttarakhand. Patanjali Rice is processed in “State of the Art” GMP plants, to ensure exquisite quality and retention of nutritive values. Every effort is made to ensure that the product reaches you in pristine condition. Patanjali Special Basmati Rice grains are long and slender & each grains elongates to at least double its original size upon cooking. These unique qualities, coupled with its tempting taste have made Patanjali Special Basmati Rice a Delicacy, world over. Every meal made of Patanjali Rice is special because of its tantalizing flavour, magical aroma and delicious fluffy texture.
<b>Benefits</b>1. Light Weight, aromatic, Unique texture & Coupled with its tempting taste2. Low Cost as compared to other Top Brands.3. Long grain, aromatic fragrance and non-sticky after cooking.4. If soaked properly, On cooking, the Grains double in size, won't break or won't stick together.5. High volume expansion during cooking6. Long length and quick to cook.7. Easy digestibility and longer shelf-life.
<b>Ingredients</b>
<b>How to use</b> - put boiling water to an open bowl. Add rice slowly with gentle stirring. Cook for 7-8 minutes on medium heat. Drain extra boiling water. - put water & rice in a pan, tighten the lid and simmer for 5-7 minutes. Remove from heat and allow the pan to stand covered for 5 minutes.- put soaked rice and add measured quantity of water in a bowl & stir. Select cooking option & timings as per available oven. Remove from oven and let it stand covered for 8-10 minutes before serving. For a 650/900 watt oven, use 250 -300 g of basmati rice at a time. - Put soaked rice in a cooker and add measured quantity of water. Switch on the cooker. After cooking, cooker will automatically switch off from cook mode to keep warm mode. Allow the rice to steam on this mode before serving.
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,1 kg,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1505369264SPECIAL BASMATI-400-300.png,,Patanjali Special Basmati Rice1 kg            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Diamond-Basmati-Rice,Patanjali Diamond Basmati Rice1 kg            ,"<b>Product Information</b>Patanjali brings to you the world-renowned indian basmati rice. Patanjali basmati rice is processed from select premium quality paddy procured from the foothills of himalayas. Patanjali special basmati rice grains are long and slender and each grain elongates to at least double of its original size upon cooking.
<b>Benefits</b>
<b>Ingredients</b>
<b>How to use</b>Open pan - Boil 6-8 cups of water, add 1 cup (200g) of rice and stir occasionally. Cook uncovered on medium heat for 7-8 min . Drain excess water from the pan. Fluff with a fork and serve.Pressure cooker - Boil 1 and half cups (375ml) of water, add 1 cup (200g) of rice and stir occasionally. Cover the pan with tight lid and allow to steam for 8 to 10 min. Remove the pan from heat and let it cool for 5 to 10 min. Fluff with a fork and serve.Microwave - Place pre soaked rice (one cup (200)g soaked in 1 and half cup of water(375ml) loosely in a microwaveable bowl. Cover the cling  film. Cook as recommended. Remove the bowl from oven and let it stand for 5-10 min. Fluff with a fork and serve.
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,1 kg,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1610600711400x300.jpg,,Patanjali Diamond Basmati Rice1 kg            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Diamond-Basmati-Rice,Patanjali Diamond Basmati Rice1 kg            ,"<b>Product Information</b>Patanjali brings to you the world-renowned indian basmati rice. Patanjali basmati rice is processed from select premium quality paddy procured from the foothills of himalayas. Patanjali special basmati rice grains are long and slender and each grain elongates to at least double of its original size upon cooking.
<b>Benefits</b>
<b>Ingredients</b>
<b>How to use</b>Open pan - Boil 6-8 cups of water, add 1 cup (200g) of rice and stir occasionally. Cook uncovered on medium heat for 7-8 min . Drain excess water from the pan. Fluff with a fork and serve.Pressure cooker - Boil 1 and half cups (375ml) of water, add 1 cup (200g) of rice and stir occasionally. Cover the pan with tight lid and allow to steam for 8 to 10 min. Remove the pan from heat and let it cool for 5 to 10 min. Fluff with a fork and serve.Microwave - Place pre soaked rice (one cup (200)g soaked in 1 and half cup of water(375ml) loosely in a microwaveable bowl. Cover the cling  film. Cook as recommended. Remove the bowl from oven and let it stand for 5-10 min. Fluff with a fork and serve.
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,5 kg,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1610600711400x300.jpg,,Patanjali Diamond Basmati Rice1 kg            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
,,Patanjali-Rozana-Basmati-Rice,Patanjali Rozana Basmati Rice1 kg            ,"<b>Product Information</b>Patanjali Rozana Basmati Rice is processed from selected “Premium Quality” paddy procured from the foothills of Himalayas. Patanjali Rice is processed in “State of the Art” GMP plants, to ensure exquisite quality and retention of nutritive values. Every effort is made to ensure that the product reaches you in pristine condition.  
<b>Benefits</b>12. Low Cost as compared to other Top Brands.3. Aromatic fragrance and non-sticky after cooking.4. Long length and quick to cook.5. If soaked properly, On cooking, the Grains double in size, won't break.6. Easy digestibility and longer shelf-life7. Soft and non sticky rice after cooking.
<b>Ingredients</b>
<b>How to use</b>Open pan -Put boiling water to an open bowl. Add rice slowly with gentle stirring. Cook for 7-8 minutes on medium heat. Drain extra boiling water.Closed pan - Put water & rice in a pan, tighten the lid and simmer for 5-7 minutes. Remove from heat and allow the pan to stand covered for 5 minutes.Microwave - Put soaked rice and add measured quantity of water in a bowl & stir. Select cooking option & timings as per available oven. Remove from oven and let it stand covered for 8-10 minutes before serving. For a 650/900 watt oven, use 250 -300 g of basmati rice at a time.Automatic electric - Rice cooker put soaked rice in a cooker and add measured quantity of water. Switch on the cooker. After cooking, cooker will automatically switch off from cook mode to keep warm mode. Allow the rice to steam on this mode before serving.
<b>Other Product Info</b>",Patanjali,,,TRUE,,[],Size,1 kg,,,,,,,,,continue,manual,0,0,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x300/1547121042rozana1kg4-3.png,,Patanjali Rozana Basmati Rice1 kg            ,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,
